,lat,lng,count
230,41.890922026,-87.61886836,224642
231,41.89096938,-87.77012284,2
232,41.891402243,-87.74442918,1
233,41.891697045,-87.70210525,13
234,41.891948381999995,-87.68912591,45
235,41.891971508000005,-87.61294541,76355
236,41.892042136,-87.63186395,250108
237,41.892072635,-87.62887416,105322
238,41.892196429,-87.68428940000001,180
239,41.892276708000004,-87.67939748,370
240,41.892355048,-87.67450679,767
241,41.892433155999996,-87.66962393,725
242,41.892493167,-87.66474584,1571
243,41.892507781,-87.62621491,278664
244,41.892536872,-87.65986432,2104
245,41.892658108,-87.65253448,17077
246,41.89321636,-87.63784421,215827
247,41.89503345,-87.61971067,151880
248,41.895257643,-87.73351805,2
249,41.897425765,-87.69937440000001,3
250,41.897983898,-87.64149153,4530
251,41.89830587,-87.65361398,24231
252,41.898331794,-87.62076287,122068
253,41.898425258,-87.77038508,1
254,41.898625424,-87.75201156,4
255,41.89869923,-87.70880842,6
256,41.898700499,-87.74475752,2
257,41.899061621,-87.72131590000001,2
258,41.899155613000005,-87.62621053,161982
259,41.899422254,-87.68449012,645
260,41.899445769,-87.68931919,322
261,41.899506548000005,-87.67960029,1212
262,41.899589796,-87.67471913,3309
263,41.899602111,-87.63330804,312037
264,41.89967018,-87.6698378,4120
265,41.899737388,-87.66495392,3969
266,41.900069603,-87.72091824,9795
267,41.900221297,-87.62910519,40753
268,41.900265687,-87.63210922,45299
269,41.900560384,-87.69419737,392
270,41.901206994,-87.67635599,186559
271,41.90156691,-87.63840401,2847
272,41.902788048000005,-87.62614559,44803
273,41.904711999999996,-87.70188456,22
274,41.904935302,-87.64990723,37102
275,41.905857769,-87.63086503,31771
276,41.906025969,-87.67531162,13168
277,41.90616787,-87.73385702,3
278,41.906322711,-87.72153829,5
279,41.906638541999996,-87.68957983,226
280,41.906650766,-87.66533766,2070
281,41.906683959,-87.71035394,20
282,41.906707792,-87.68468595,150
283,41.906771332,-87.68102523,195
284,41.907412816,-87.64090153,5232
285,41.90749193,-87.63576009,40399
286,41.907520075,-87.62665890000001,47024
287,41.907965245999996,-87.69453428,4
288,41.908378669,-87.67094508,3524
289,41.909495669,-87.63096359999999,14420
290,41.911788858,-87.72150970000001,4
291,41.911856592,-87.71008732,3
292,41.911971969,-87.70436571,2
293,41.911972301,-87.68364292,1823
294,41.912084381999996,-87.6945983,4
295,41.91213208,-87.68971128,62
296,41.912364354,-87.67506276,1410
297,41.912431869,-87.67018915,488
298,41.912836784,-87.76088437,5
299,41.912868922,-87.64107075,1023
300,41.914585709,-87.64596621,4196
301,41.914602365,-87.79681552,10
302,41.914616286,-87.63171737,51844
303,41.914747305,-87.65400703,11658
304,41.915290836,-87.73228692,3
305,41.9154349,-87.71509554,1
306,41.915496209000004,-87.71019563,1
307,41.915613238,-87.70447958,2
308,41.915707408,-87.69959679,6
309,41.915741193,-87.69225633,154
310,41.915909788,-87.68382594,355
311,41.916005274,-87.67509512,1603
312,41.916473316,-87.64118366,1163
313,41.91922505,-87.67144577,1580
314,41.919226188,-87.74380566,4
315,41.919635231,-87.72967913,1
316,41.920451512,-87.67995477,1357
317,41.920801704,-87.69453234,321
318,41.920960866,-87.71525282,6
319,41.921019607,-87.71035914,94
320,41.921084583,-87.70464838,66
321,41.921125914,-87.69975441,615
322,41.921273105,-87.68508211,477
323,41.921647132,-87.68995147,155
324,41.921701492,-87.65591185,2571
325,41.921778188000005,-87.65106188,6058
326,41.921778356,-87.64145976,5719
327,41.921854911,-87.64621098,7084
328,41.921877461,-87.66407824,3378
329,41.922082541,-87.63415609,23933
330,41.922686284,-87.64948873,204753
331,41.922711759,-87.72183579,3
332,41.92276062,-87.69915534,83651
333,41.923478945,-87.73414247,1
334,41.924347077,-87.73473975,2760
335,41.92556723,-87.7123276,22
336,41.926155817,-87.7215645,1
337,41.926811182,-87.64260525,788
338,41.927260956,-87.76550161,5400
339,41.927560895,-87.77073733,1
340,41.927579847,-87.78800882,2
341,41.92785319,-87.73562595,2
342,41.928391397,-87.70490724,262
343,41.928431564,-87.69996859,162
344,41.928464984,-87.69508668,57
345,41.928619051,-87.68536202,458
346,41.928763006,-87.66567684,1793
347,41.928945904,-87.66089257,1433
348,41.928967266,-87.65615683,2962
349,41.929046936999995,-87.65131088,7290
350,41.929077655,-87.64629348,9728
351,41.92926299,-87.63589095,10988
352,41.929272532,-87.67380724,701
353,41.929297368,-87.79803218,660
354,41.929329713,-87.71197425,262
355,41.929759047,-87.72426709,13
356,41.929796238,-87.76142159,1
357,41.93057857,-87.64220631,4735
358,41.933675988000005,-87.71235748,25
359,41.933785052,-87.72205233,8
360,41.934486872,-87.79863595,2
361,41.934539715999996,-87.6430228,1811
362,41.934650448,-87.63464788,524
363,41.934659157,-87.64672973,3111
364,41.934762456,-87.63985386,7115
365,41.934860006,-87.77123193,1
366,41.935058153,-87.73761999999999,1
367,41.935113935,-87.75164896,1
368,41.935438915,-87.69332587,71
369,41.935706470999996,-87.70385454,90
370,41.93573609,-87.69894692,2
371,41.935749459,-87.6809803,58
372,41.935983574,-87.67582193,403
373,41.935988906,-87.67096638,379
374,41.936086535,-87.66611069,1402
375,41.936159071,-87.66126522,2571
376,41.936237179,-87.65641153,4263
377,41.936310131,-87.65156259,4977
378,41.937401794,-87.7223303,3
379,41.93749397,-87.70998734,11
380,41.938232293,-87.64678208,2455
381,41.938391258,-87.63857492,7770
382,41.938666196,-87.71121059,23382
383,41.941311617,-87.68561582,50
384,41.94136566,-87.68082690000001,96
385,41.941422478,-87.67595393,135
386,41.941488234,-87.67110766,344
387,41.941555829,-87.66628889,329
388,41.941576539,-87.81237166,1
389,41.9416281,-87.66144337,486
390,41.941807615,-87.79652378,1
391,41.942290555,-87.76171772,2
392,41.942488155,-87.74715432,1137
393,41.942577185,-87.64707851,5523
394,41.94258518,-87.65664409,2274
395,41.942691844,-87.65177051,6742
396,41.942699578,-87.73100248,1
397,41.942859303,-87.71750386,638
398,41.942872538,-87.70133029,171
399,41.943155086,-87.64069808,5485
400,41.943237122,-87.64347096,2287
401,41.944226601,-87.65599818,283311
402,41.944813754,-87.69077501,195
403,41.944946754,-87.68577821,22
404,41.945010151,-87.68092823,62
405,41.945069205,-87.67606274,102
406,41.945170453,-87.66879444,1269
407,41.945282331,-87.66154509999998,408
408,41.946294535999996,-87.65429808,4466
409,41.946489764,-87.64711363,236
410,41.94651142,-87.80601999999999,3144
411,41.947791586,-87.68383494,49393
412,41.948641656999996,-87.82738191,4
413,41.949060526,-87.6616429,513
414,41.949125166,-87.79682805,5
415,41.949139771,-87.65680391,2311
416,41.949220914,-87.6519704,5968
417,41.949353232,-87.78151908,6
418,41.949473219,-87.77175822,5
419,41.949591689,-87.76195828,1
420,41.949709077,-87.75211842,4
421,41.949829346,-87.64396537,8779
422,41.949876431999996,-87.73814189,12
423,41.949974454,-87.73068426,58
424,41.950077635,-87.72261087,52
425,41.950212096,-87.71281423,190
426,41.950404411,-87.70200713,69
427,41.950442599,-87.68350623,486
428,41.950545696,-87.6761825,439
429,41.950605232,-87.67133249,362
430,41.950673358,-87.66653628,1529
431,41.952664895,-87.74524321,2
432,41.952719111,-87.6605035,160
433,41.952822916,-87.65324399,1198
434,41.953400044,-87.64600707,2952
435,41.953582125,-87.72345239,35048
436,41.954027649000004,-87.76339903,13178
437,41.955584115,-87.71309006,11
438,41.955771786999996,-87.70121309999999,23
439,41.955859258000004,-87.79481699,1
440,41.95679809,-87.77204382,4
441,41.957264108000004,-87.73089879,95
442,41.957360691,-87.72282225,196
443,41.957530922,-87.66661144,457
444,41.957651915999996,-87.69153025,119
445,41.957735565,-87.6837181,865
446,41.957843375,-87.67637328,191
447,41.957903897,-87.67151801,149
448,41.958055933000004,-87.66038946,1104
449,41.958154876,-87.65302179,3396
450,41.958797863,-87.73839391,365
451,41.959210185,-87.71297317,42
452,41.959526791,-87.70209854,28
453,41.960518218000004,-87.76228598,8
454,41.960675697,-87.75240914,31
455,41.962178629,-87.64537876,4689
456,41.963115755,-87.71322934,17
457,41.963153311,-87.69225876,6
458,41.963184966,-87.68385456,155
459,41.963374382,-87.67018455,135
460,41.963633169,-87.65236536,228
461,41.964474648,-87.78196402,11
462,41.964506955,-87.70273347,158
463,41.964568045,-87.77226499,7
464,41.964636199,-87.74278788,17
465,41.964647733,-87.72589102,6
466,41.964652354,-87.72101677,6
467,41.965141709,-87.67657807,214
468,41.965362587,-87.73183274,90
469,41.965445784,-87.66319585,934
470,41.96581197,-87.65587879,98661
471,41.966774943000004,-87.71084821,10
472,41.966806346,-87.69402009999999,66
473,41.966834067,-87.68401837,212
474,41.967011761,-87.67062104,40
475,41.967288614,-87.652435,88
476,41.968069,-87.72155906,19413
477,41.969205937,-87.72316897,54
478,41.970244982,-87.71343533,30
479,41.970288894,-87.75985702,46
480,41.971142808,-87.7057767,14
481,41.97153938,-87.73893721,41
482,41.972035672,-87.6860999,68
483,41.972104758,-87.84408989,3
484,41.972132119,-87.7976349,10
485,41.972437081,-87.67110953,544
486,41.972562538000005,-87.67884597,365
487,41.972580799999996,-87.69400106,336
488,41.972667956,-87.6638655,741
489,41.972709547,-87.65734111,745
490,41.972929316999995,-87.65029007,952
491,41.9729552,-87.77261691,11
492,41.975170943,-87.68751552,42414
493,41.975280925999996,-87.78323803,8
494,41.975337826,-87.84435949,1
495,41.97681175,-87.70194107,24
496,41.977322582,-87.75222337,6
497,41.978068291999996,-87.81978911,10
498,41.978294249,-87.71643042,43
499,41.978829526,-87.7711667,7901
500,41.978875058,-87.65787126,166
501,41.97907082,-87.90303966,215416
502,41.979204551,-87.79739898,14
503,41.979795551,-87.67144555,262
504,41.979855309,-87.69409602,125
505,41.979912445,-87.66418824,1496
506,41.980077851,-87.77347093,3
507,41.980157574,-87.65227402,302
508,41.980264315,-87.91362459999999,50547
509,41.980506821999995,-87.82667618,43
510,41.980606166,-87.65453787,17
511,41.980843616,-87.73608393,120
512,41.982272929000004,-87.84158643,618
513,41.982745595,-87.65796635,14
514,41.982775009,-87.8773054,13830
515,41.983330806,-87.68199354,150
516,41.983636307,-87.72358319,7110
517,41.985015101,-87.80453201,10841
518,41.985472422,-87.65379353,92
519,41.985476499,-87.65839767,55
520,41.985916382,-87.76897024,21
521,41.986558181,-87.7133688,13
522,41.986711799999995,-87.66341641,73078
523,41.986808626,-87.69441519,103
524,41.986895043000004,-87.70366827,37
525,41.986953058000005,-87.67208099,75
526,41.987225558,-87.66493772,477
527,41.988702646,-87.80440481,3
528,41.988704022,-87.65723483,70
529,41.9895838,-87.78301328,8
530,41.990064253,-87.72396783,18
531,41.991119555,-87.74005519,25
532,41.991234532,-87.65730427,99
533,41.993440946,-87.65741774,297
534,41.993930128,-87.75835359,4897
535,41.994059824000004,-87.69463072,94
536,41.994143646,-87.70489349,52
537,41.994225234,-87.68607688,42
538,41.994266094000004,-87.67868821,47
539,41.99438102,-87.67253840000001,100
540,41.994442248,-87.66522478,335
541,41.994498038,-87.75759749,12
542,41.995512991,-87.65581490000001,36
543,41.995603135,-87.7942693,8
544,41.997153943,-87.65749879,24
545,42.000320306,-87.66312679999999,28
546,42.000874825,-87.7018029,29
547,42.001313249,-87.68419820000001,45
548,42.001315924000004,-87.69363749,664
549,42.001571027,-87.69501259,32876
550,42.001698194,-87.67357403,252
551,42.002015464,-87.77499479,4
552,42.004517488000005,-87.66332786,27
553,42.004764559,-87.65912243,164
554,42.005559764000004,-87.90188584,122
555,42.005608023,-87.81309813,9
556,42.006278861,-87.66768361,71
557,42.007446924,-87.70460563,29
558,42.007612593000005,-87.81378103,1749
559,42.008487008,-87.68591313,13
560,42.008540761,-87.69496375,29
561,42.009018227,-87.67272396,58
562,42.009150063,-87.67861897,5
563,42.009412547,-87.66395821,14
564,42.009622881,-87.67016686,32441
565,42.015254739,-87.81358787,2
566,42.01569675,-87.69966304,7
567,42.015719907,-87.68711599,9
568,42.015934376,-87.66653628,50
569,42.016010564,-87.68016227,14
570,42.016046492,-87.67333378,5
571,42.021223593,-87.66982477,2
